,name,psnr,ssim
0,BSD68\test001,28.47013185011629,0.8997070705334729
1,BSD68\test002,32.84846227888763,0.9574516897146377
2,BSD68\test003,32.760049631537804,0.9553469555490693
3,BSD68\test004,33.46543788464451,0.9543880401187117
4,BSD68\test005,30.32863039310226,0.9365898834371464
5,BSD68\test006,35.376695877542105,0.9670533561637144
6,BSD68\test007,31.44087362573081,0.9417458946720875
7,BSD68\test008,29.10137981074029,0.9192062744190058
8,BSD68\test009,31.712491359771686,0.9455565180348998
9,BSD68\test010,32.3130179516003,0.9407987580143801
10,BSD68\test011,32.03451823868886,0.9605022871782258
11,BSD68\test012,31.054928157955,0.9295764180154942
12,BSD68\test013,32.18418851353549,0.9425439889379191
13,BSD68\test014,33.451778878805015,0.954204342939704
14,BSD68\test015,29.994475520214063,0.9266418724155893
15,BSD68\test016,31.156892131920696,0.9519773606396138
16,BSD68\test017,35.14387455936387,0.9586778566952229
17,BSD68\test018,35.48356061700388,0.9679932350005159
18,BSD68\test019,30.91637621164935,0.9371442241101923
19,BSD68\test020,31.70426330506146,0.9485043435279391
20,BSD68\test021,29.504192533666114,0.9558821410417104
21,BSD68\test022,29.910122496298687,0.9333880228937509
22,BSD68\test023,31.958848967274037,0.9576980219525001
23,BSD68\test024,31.556924596449306,0.953904119718701
24,BSD68\test025,32.32278634413901,0.9704313136880355
25,BSD68\test026,31.08835290480027,0.9317434301323078
26,BSD68\test027,32.56617831567497,0.9444879107220404
27,BSD68\test028,35.62050263346074,0.9636461252149084
28,BSD68\test029,27.654193356872305,0.9398751854140789
29,BSD68\test030,32.50017914497898,0.9396957320226358
30,BSD68\test031,27.6427000752946,0.9297217126661953
31,BSD68\test032,29.475292279236545,0.9341186592333649
32,BSD68\test033,30.794340913673675,0.9628473155015391
33,BSD68\test034,35.53819710573093,0.9590617713406037
34,BSD68\test035,30.649398006199178,0.9297853196755068
35,BSD68\test036,29.30005392141625,0.8400951849232314
36,BSD68\test037,30.879945200356772,0.9221413708111749
37,BSD68\test038,31.811575834520205,0.9364577325816158
38,BSD68\test039,36.42036332912345,0.9776678453383212
39,BSD68\test040,31.826500151790846,0.9296101751855178
40,BSD68\test041,30.66253343878013,0.9373723665658562
41,BSD68\test042,32.2635800257117,0.9411157198087777
42,BSD68\test043,33.31445454078433,0.9647714901538885
43,BSD68\test044,30.784966789652543,0.950637832263507
44,BSD68\test045,35.96096799267043,0.9613898578576688
45,BSD68\test046,29.22209186937508,0.9240862569038133
46,BSD68\test047,29.41286402115373,0.9245648850496552
47,BSD68\test048,33.095127933322,0.9736357713060027
48,BSD68\test049,33.551860864271674,0.9406908267891755
49,BSD68\test050,29.496499306124782,0.920541367065058
50,BSD68\test051,31.24150793107046,0.9359246210582397
51,BSD68\test052,34.116180193380224,0.9459487574232752
52,BSD68\test053,33.2062392136547,0.9285592013659691
53,BSD68\test054,31.882419482849894,0.9435404615307531
54,BSD68\test055,30.366162908951807,0.9289649480726568
55,BSD68\test056,27.050389972181613,0.9151075521263906
56,BSD68\test057,30.89250816767815,0.9352130578369631
57,BSD68\test058,32.733417148638964,0.9272172307679344
58,BSD68\test059,32.443792776574895,0.9277648637083029
59,BSD68\test060,33.1445880313141,0.9349483530002913
60,BSD68\test061,32.686586490715115,0.9375055828396587
61,BSD68\test062,36.80696661285141,0.9803801005382228
62,BSD68\test063,29.499516342865,0.9386408880425706
63,BSD68\test064,29.10970164916517,0.8990641395683403
64,BSD68\test065,31.528062618758188,0.9397288285550498
65,BSD68\test066,40.99625726856014,0.9913234511859427
66,BSD68\test067,27.678039996910172,0.9417053412722143
67,BSD68\test068,29.217093184278813,0.9492877381872403
68,Average,31.798927230604015,0.9418750139855687
